symbol,WK0,WK2,WK4,WK8,WK79,Sex
Zfand5,496.96,476.67,364.52,347.36,305.43,M
Gda,11,28.11,85.02,159.98,125.92,M
1110059E24Rik,134.02,96.47,97.82,88.89,65.95,M
Abhd17b,432.62,391.37,462.87,413.43,219.61,M
Cemip2,877.92,751.39,697.53,898.3,895.29,M
Ldhb-ps,154.66,219.45,379.95,413.17,229.19,M
Trpm3,225.49,284.53,184.35,80.76,88,M
C330002G04Rik,41.35,57.6,198.38,153.92,116.62,M
Klf9,2399.73,2687.32,4369.81,7183.71,5021.4,M
Smc5,920.87,431.44,362.37,329.73,376.16,M
Mamdc2,160.59,59.52,22,14.39,15.66,M
Ptar1,1159.12,868.76,750.01,660.3,605.75,M
Apba1,77.79,68.23,24.44,13.58,15.55,M
Tjp2,402.06,384.53,314.75,306.79,367.49,M
Fxn,174.36,254.18,284.98,264.11,371.09,M
Pip5k1b,102.99,168.02,106.61,88.31,93.69,M
Tmem252,3538.44,1160.92,2761.37,8721.94,5544.9,M
Pgm5,71.62,51.07,45.95,38.86,27.99,M
Cbwd1,319.71,339.72,333,412.62,318.86,M
Dock8,263.33,427.27,493.35,487.56,547.03,M
Kank1,1381.77,1307.28,1296.91,1424.14,1487.94,M
Dmrt2,90.1,94.67,60.63,58.14,40.33,M
Smarca2,1688.69,1775.36,2595.06,3049.73,2606.94,M
Vldlr,1407.07,1323.59,1472,1158.68,1225.38,M
Pum3,2403.43,1828.19,1799.2,1869.74,1328.08,M
Rfx3,397.7,227.14,156.1,122.38,136.45,M
Glis3,361.19,637.32,716.78,779.08,848.55,M
Slc1a1,638.02,2256.55,3879.15,5691.02,5902.31,M
Spata6l,73.1,196.1,390.05,361.55,249.62,M
Plpp6,89.76,197.87,286.2,226.1,151.86,M
Cdc37l1,925.9,820.48,1160.67,1506.04,1498.34,M
Gm10136,89.03,7.91,8.02,6.05,8.37,M
Ak3,927.58,1886.32,3054.96,3282.11,3077.85,M
Rcl1,337.28,325.58,450.42,373.12,384.58,M
Jak2,330.16,266.2,290.44,280.26,262.52,M
Insl6,140.41,88.67,155.89,203.93,150.89,M
Plgrkt,950.75,920.06,906.36,1016.63,854.71,M
Cd274,27.16,36.94,74.11,110.92,156.29,M
Ric1,2148.47,1552.12,717.05,677.2,426.68,M
Ermp1,569.64,623.45,694.97,611.43,459.26,M
9930021J03Rik,458.43,358.13,261.2,270.25,316.83,M
Ranbp6,767.52,348.38,323.62,442.06,476.75,M
Il33,2160.21,989.22,555.75,525.88,363.38,M
Uhrf2,698.83,483.47,396.91,341.48,270.83,M
Gldc,98.27,60.62,744.43,1123.16,655.43,M
Dkk1,297.41,11.64,1.42,2.43,2.31,M
Prkg1,136.41,224.63,65.04,45.02,66.07,M
Cstf2t,2170.27,1321.32,930.66,996.85,1081.41,M
A1cf,246.76,404.53,859.93,1138.64,884.01,M
9130016M20Rik,81.22,279.26,574.49,688.78,447.22,M
Asah2,169.18,279.68,444.93,515.85,503.65,M
Sgms1,1970.81,1816.62,1954.92,1973.14,1532.08,M
2700046G09Rik,24.09,65.01,121.87,97.4,89.47,M
Minpp1,186.49,272.99,372.24,345.91,273.25,M
Papss2,2508.17,3628.09,7510.61,7084.81,9177.1,M
Atad1,3576.36,2959.53,2909.93,3417.35,3080.85,M
Pten,1255.62,1014.47,1298.69,1296.38,1266.6,M
Rnls,55.34,119.58,184.42,159.83,193.3,M
Lipo3,165.73,171.28,328.2,1056.81,790.79,M
Stambpl1,60.13,70.09,38.78,28.76,40.66,M
Acta2,7031.66,6799.53,2673.44,1719.9,2126.81,M
Fas,275.97,401.87,524.1,647.17,628.73,M
Lipa,6582.68,7485.3,14387.28,16619.69,18323.46,M
Ifit2,830.9,614.5,493.6,460.89,624.97,M
Ifit3,334.61,555.48,913.67,742.13,679.11,M
Ifit1bl1,11.87,50.06,55.93,43.04,60.35,M
Ifit3b,155.47,256.57,365.53,298.41,252.87,M
Ifit1,337.18,261.94,386.46,412.2,485.28,M
Slc16a12,999.98,2121.07,2439.66,3234.73,2989.73,M
Pank1,377.08,827.3,6995.47,17291.85,9983.89,M
Kif20b,714.98,476.65,703.1,1518.02,506.4,M
Rpp30,839.47,643.99,639.93,608.63,433.92,M
Ankrd1,29.74,218.18,101.34,211.68,93.72,M
Pcgf5,181.52,226.53,403.96,489.86,542.69,M
Ppp1r3c,108.83,88.3,47.03,32.86,52.1,M
Tnks2,1465.1,1186.14,984.5,984.38,1019.23,M
Btaf1,404.13,368.31,336.84,339.47,370.53,M
Cpeb3,39.11,145.53,449.01,298.41,233.94,M
Marchf5,329.06,306.85,453.76,508.43,458.68,M
Ide,1964.01,1810.82,1569.44,2493.46,2070.71,M
Kif11,889.57,320.35,109.3,25.4,24.83,M
Hhex,214.7,98.97,32.83,29.01,36.36,M
Exoc6,1055.4,1193.43,1467.8,1688.98,1927.98,M
Myof,1074.93,666.18,361.24,247.71,433.65,M
Cep55,196.47,160.33,66.27,8.19,8.18,M
Rbp4,117.9,47.71,16.57,33.99,45.1,M
Fra10ac1,389.33,334.25,218.07,304.3,295.04,M
Slc35g1,144.93,233.76,230.95,217.95,140.1,M
Plce1,239.04,220.01,111.56,69.56,86.71,M
Noc3l,210.75,208.16,176.52,194.52,188.32,M
Tbc1d12,125.22,115.58,103.28,124.14,94.98,M
Hells,694.52,283.38,107.53,17.45,24.18,M
Pdlim1,262.1,322.24,123.32,101.54,151.33,M
Sorbs1,891.53,1373.61,1629.56,1955.64,2479.48,M
Aldh18a1,1209.32,513.62,131.27,94.39,132.05,M
Tctn3,425.74,345.83,360.98,347.07,311.31,M
Entpd1,550.29,656.46,365.49,332.49,250.47,M
Ccnj,621.14,264.33,134.37,129.53,111.23,M
Zfp518a,306.66,272.23,212.83,233.36,249,M
Blnk,900.29,820.4,832.94,827.75,799.69,M
Tm9sf3,1551.71,2255.03,2682.15,2618.3,1833.85,M
Pik3ap1,59.75,71.45,43.65,44.03,124.39,M
Lcor,1113.42,549.09,391.52,523.12,767.78,M
Arhgap19,698.84,289.15,90.8,43.38,60.15,M
Frat1,2136.85,584.54,360.32,205.37,115.88,M
Rrp12,286.1,198.64,152.64,171.36,242.49,M
Pgam1,58.43,53.19,80.87,95.31,103.83,M
Exosc1,857.55,816.28,823.67,843.46,651.29,M
Zdhhc16,417.63,531.34,552.75,476.53,584.54,M
Mms19,1866.12,932.39,688.75,693.16,962.78,M
Ubtd1,43.61,48.52,51.42,55.76,104.56,M
Hoga1,5130.45,8774.81,14699.12,14928.13,11718.34,M
Morn4,581.53,454.65,432.81,370.43,301.89,M
Pi4k2a,1082.86,947.57,1048.05,1147.62,947.49,M
Avpi1,389.17,367.05,718.98,709.06,530.91,M
Marveld1,180.48,245.22,210.17,159.97,181.39,M
Zfyve27,681.39,627.94,610.79,692.97,664.3,M
R3hcc1l,402.31,547.22,473.01,536.11,532.04,M
Loxl4,46.06,84.91,63.21,38.5,70.31,M
Pyroxd2,894.24,1654.33,3220.34,4553.37,3923.22,M
Hps1,126.48,135.06,171.25,195.28,509.28,M
Cnnm1,12.73,40.72,116.65,122.94,158.95,M
Got1,3223.52,3276.36,6008.96,5838.83,6344.44,M
Slc25a28,117.29,127.66,259.55,211.53,244.74,M
Entpd7,1095.25,957.55,1026.98,1216.46,1010.96,M
Cox15,914.33,784.29,1245.87,1589.56,1401.5,M
Cutc,325.86,508.62,792.1,870.39,727.99,M
Abcc2,985.63,943.79,2620.94,3388.38,5896.75,M
Dnmbp,829.72,559.3,298.78,291.73,373.27,M
Cpn1,2853.94,3837.4,4226.77,2400.35,2957.89,M
Cyp2c23,27.79,392.16,1465.46,1170.49,2250.68,M
Erlin1,1127.12,1178.07,1857.37,2216.32,2150.72,M
Chuk,730.32,627.15,1334.13,1699.52,1219.84,M
Cwf19l1,562.75,372.36,327.52,357.98,365.38,M
Bloc1s2,209.42,149.36,151.24,151.05,144.08,M
Scd2,17935.24,3065.23,1214.41,1337.56,1860.24,M
Scd1,376.84,201.49,5955.49,3535,8731.59,M
Sec31b,112.85,88.31,94.19,68.11,116.3,M
Ndufb8,4595,10356.01,19668.52,17070.54,14123.46,M
Hif1an,1065.54,821.52,615.67,734.37,898.39,M
Pax2,249.93,112.86,130.75,101.04,134.03,M
Slf2,607.97,475.03,276.91,313.8,379.72,M
Sema4g,136.06,142.61,193.26,212.51,229.75,M
Mrpl43,584.22,523.29,856.22,962.92,726.68,M
Twnk,334.81,346.38,522.05,606.3,656.6,M
Lzts2,59.15,81.85,82.35,57.78,83.07,M
Sfxn3,1369.32,1466.05,1102.21,966.91,963.86,M
Kazald1,144.98,25.96,11.38,15.98,26.97,M
Btrc,1005.15,1082.87,1009.4,1130.69,1241.02,M
Poll,971.1,862.22,1134.2,1235.65,1024.32,M
Gm17018,1092.88,1474.67,2111.19,2137.88,1397.68,M
Npm3,80.4,72.49,92.85,123.57,166.92,M
Oga,5122.43,1091.64,1066.02,1038.16,1165.21,M
Armh3,406.42,437.84,384.94,324.78,387.13,M
Hps6,18.3,52.8,45.98,51.46,89.73,M
Ldb1,194.01,231.6,187.44,148.53,198.1,M
Pprc1,380.27,316.24,148.35,169.41,225.48,M
Nolc1,2133.25,1287.97,1105.02,1237.98,1376.35,M
Elovl3,0.42,2,7.58,22.76,114.58,M
Gbf1,715.47,826.37,881.6,865.9,1396.19,M
4833438C02Rik,24.89,73.38,80.08,78.92,110.13,M
Nfkb2,20.14,79.28,51.04,54.18,120.2,M
Fbxl15,24.48,33.42,19.75,35.33,119.7,M
Cuedc2,1160.61,1725.49,1487.59,1100.82,956.74,M
Mfsd13a,73.11,127.1,128.43,114.29,346.64,M
Actr1a,1958.17,1873.29,1785.48,2081.48,3071.54,M
Sufu,355.4,562.21,570.04,386.22,654.49,M
Trim8,565.57,517.04,577.6,519.5,542.56,M
Arl3,2107.51,2350.85,2989.8,3010.24,2115.45,M
Sfxn2,2443.83,2951.71,3200.17,2301.51,2454.83,M
Wbp1l,430.66,640.11,837.68,918.41,1169.99,M
Borcs7,731.12,667.62,783.46,682.42,451.35,M
As3mt,1712.74,2187.56,3468.18,3223.99,2798.25,M
Cnnm2,98.51,139.73,236.59,242.59,202.98,M
Gm50431,57.13,65.47,84.72,78.11,80.92,M
Nt5c2,1879.24,1248.05,1917.93,2264.53,2433.03,M
Pcgf6,184.04,115.14,114.86,104.44,90.51,M
Atp5md,1134.02,1534.35,2656.58,2418.92,1563.93,M
Pdcd11,238.14,252.1,250.15,217,349.6,M
Calhm2,108.95,207.59,87.59,78.85,111.66,M
Neurl1a,61.38,29.34,9.29,8.03,9.35,M
Sh3pxd2a,200.97,383.64,167.53,110.28,117.56,M
Stn1,527.09,554.16,275.73,177.63,178.57,M
Slk,1081.18,917.04,876.01,709.75,655.4,M
Sfr1,3711.74,3009.84,2815.98,2999.88,2071.49,M
Gsto1,455.62,881.78,1085.81,706.62,620.97,M
Gsto2,33.6,40.25,69.2,51.48,49.08,M
Itprip,122.03,150.05,121.98,146.37,202.9,M
Sorcs1,80.26,12.7,1.43,1.64,5.81,M
Xpnpep1,5258.66,6676.54,9707.61,8209.55,7980.17,M
Add3,2352.46,1741.44,2988.05,3210.77,4288.51,M
Mxi1,672.72,473.08,650.52,565.77,511.39,M
Smndc1,440.97,346.01,300.25,322.18,327.5,M
Smc3,1981.98,1335.85,959.48,875.08,872.29,M
Rbm20,92.48,96.89,91.57,77.91,86.34,M
Pdcd4,8790.73,4519.43,2893.3,3436.03,2053.53,M
Bbip1,1079.35,1163.14,1321.23,1362.46,916.18,M
Shoc2,1794.4,1351.84,1192.81,1607.83,1427.71,M
Gpam,606.81,881.69,1545.8,1658.77,1840.5,M
Gucy2g,9.73,54.58,57.91,36.34,41.17,M
Acsl5,874.62,1314.05,1904.9,1743.42,1589.94,M
Zdhhc6,964.29,1226.56,1818.77,2576.33,1625.79,M
Vti1a,504.46,522.23,679.72,783.99,879.77,M
Tcf7l2,6322.58,3263.68,1952.44,2157.06,1777.04,M
Habp2,5138.2,5613.33,9714.91,10265.63,12851.36,M
Casp7,424.64,517.57,446.92,304.22,319.04,M
Dclre1a,539.2,376.37,302.65,304.59,393.42,M
Nhlrc2,865.56,656.94,596.56,635.27,748.91,M
Ccdc186,566.73,554.65,513.69,586.3,644.12,M
Vwa2,215.45,487.89,433.53,395.87,475.94,M
Afap1l2,831.72,1055.54,428.66,278.09,280.75,M
Ablim1,3705.15,1744,2059.07,2003.84,1955.64,M
Fam160b1,505.7,322.11,242.22,222.17,271.11,M
Trub1,722.96,559.72,509.97,569.81,410.56,M
6720468P15Rik,129.4,4.86,1.39,0.01,0.4,M
Atrnl1,731.9,430.59,455,573.85,574.83,M
Gfra1,1378.52,62.86,32.51,87.96,98.39,M
Hspa12a,894.12,630.55,518.43,389.6,594.43,M
Shtn1,201.97,415.31,340.77,521.61,568.89,M
Slc18a2,794.55,322.81,245.83,306.04,198.29,M
Pdzd8,415.1,397.82,331.18,296.29,300.62,M
Emx2os,255.3,161.65,146.39,196.89,249.23,M
Emx2,237.69,317.31,355.26,378.2,245.62,M
Rab11fip2,278.84,227.79,199.54,173.79,169.22,M
E330013P04Rik,99.69,22.96,8.15,5.43,4.6,M
Fam204a,1041.3,439.19,413.89,376.03,319.56,M
Cacul1,426.12,439.68,563.4,656.64,603.81,M
Eif3a,7723.4,5156,4479.68,4764.55,5261.8,M
Dennd10,766.08,784.96,1015.24,1331.76,1037.07,M
Sfxn4,232.87,221.97,190.58,184.6,153.94,M
Prdx3,4759.12,5882.81,12339.46,14421.02,10291.58,M
Grk5,86.06,165.55,80.09,80.48,97.3,M
Zfp950,623.71,625.16,451.17,369.26,418.43,M
Csf2ra,78.87,66.48,50.34,34.07,121.05,M
AC149090.1,554.04,608.47,472.82,796.51,1492.33,M
Mrpl15,95.49,-80.98,309.07,246.97,99.26,M-F
Lypla1,804.58,-302.66,1543.96,6127.26,3159.36,M-F
Tcea1,50.4900000000001,-31.45,-2.40000000000003,27.41,14.87,M-F
Atp6v1h,584.04,-585.44,144.259999999999,1067.95,497.13,M-F
Rb1cc1,236.36,76.8900000000001,-54.5,-81.6099999999999,78.8100000000001,M-F
4732440D04Rik,-13.38,15.18,-19.09,-3.58,2.19,M-F
Pcmtd1,248.47,3.63000000000011,-299.77,1.07999999999993,110.02,M-F
Rrs1,-6.66,24.4,30.88,49.28,-4.94,M-F
Adhfe1,400.36,-337.77,2292.28,5444.59,3072.86,M-F
2610203C22Rik,17.73,-10.45,18.05,2.45,6.87,M-F
Vcpip1,14.51,25.23,-63.59,20.36,78.66,M-F
1700034P13Rik,-0.310000000000002,-7.23,-4.91,45.53,28.76,M-F
Sgk3,107.46,-22.08,-110.65,-79.62,-36.37,M-F
Mcmdc2,-3.00999999999999,-1.81,1.85,-2.65,2.56,M-F
Snhg6,-49.1500000000001,84.57,28.39,-18.71,7.90999999999997,M-F
Tcf24,19.32,1.30000000000001,4.97,40.23,33.22,M-F
Cops5,184.99,-104.01,196.29,382.62,471.03,M-F
Cspp1,296.34,29.12,-62.8,112.74,184.63,M-F
Arfgef1,153.05,113.69,76.1700000000001,-9.58999999999992,141.93,M-F
Prex2,46.69,16.16,-24.95,-3.94999999999999,23.7,M-F
Sulf1,150.18,266.96,-11.8,-38.87,-66.99,M-F
Ncoa2,21.3,24.61,-38.27,-9.84000000000003,109.35,M-F
Gm38380,13.07,12.7,7.57,5.41,8.58,M-F
Tram1,790.57,64.5900000000001,24.21,552.52,403.36,M-F
Lactb2,871.32,-325.98,814.07,8070.87,7431.57,M-F
Gm38319,93.36,88.39,-7.81999999999999,177.66,286.95,M-F
Eya1,-29.88,3.81,-2.05,1.08,-4.26,M-F
Kcnb2,-7.8,18.94,-5.21,-0.72,0.21,M-F
Terf1,-42.22,5.43000000000001,18.24,26.05,28.6,M-F
Sbspon,-13.88,-14.62,-3.11,-3.09,-10.88,M-F
Rpl7,-70,-155.08,227.190000000001,-679.83,-541.450000000001,M-F
Rdh10,-11.61,71.8,31.86,315.69,237.99,M-F
Stau2,116.05,26.1999999999999,-35.27,29.6,-29.08,M-F
Ube2w,334.72,-131.67,-404.06,142.85,171.67,M-F
Eloc,718.14,57.9499999999998,-124.83,-72.1199999999999,-7.30000000000018,M-F
Tmem70,-174.82,62.66,7.60000000000002,158.36,-126.81,M-F
Ly96,51.71,21.79,-84.98,-30.82,-26.08,M-F
Pi15,51.96,32.46,-19.5,-7.29,-2.35,M-F
Crispld1,23.66,-2.86,-0.519999999999996,-13.93,2,M-F
Tfap2b,-138.01,-245.37,38.8499999999999,-567.78,-802.41,M-F
Pkhd1,161.1,105.48,-73.4299999999998,-251.97,57.79,M-F
Mcm3,70.7599999999998,-42.6900000000001,218.55,-40.25,-55.84,M-F
Paqr8,-0.150000000000006,-5.88,-7.48,-16.83,-16.77,M-F
Tram2,329.17,24.29,28.8099999999999,18.16,9.07999999999998,M-F
Tmem14a,24.38,-28.9,-11.55,-86.81,-44.02,M-F
Gsta3,36.94,-135.39,-362.01,-874.34,-222.66,M-F
Gm4956,0.3,-2.22,16.58,118.96,138.7,M-F
Ogfrl1,106.25,18.39,-42.53,-41.41,-25.9,M-F
B3gat2,-31.21,20.7,10.7,-11.59,-11.33,M-F
Smap1,13.43,7.57999999999998,24.22,71.23,76.25,M-F
Sdhaf4,182.29,-17.77,-30.1600000000003,207.23,-25.9199999999998,M-F
Fam135a,-8.42000000000002,19.69,-12.78,100.83,90,M-F
Col9a1,-45.29,0.58,0,0,0.13,M-F
Gm28438,1.13,0.31,-0.74,-0.94,36.32,M-F
Lmbrd1,213.76,-90.7199999999998,-333.33,-137.97,-92.1200000000003,M-F
Gm5524,1.59,6.39,-63.67,-171.12,-44.2,M-F
Phf3,43.59,88.1,-1.63,-90.38,-6.40000000000009,M-F
Ptp4a1,110.4,6.88,3.31999999999999,-40.32,8.70000000000002,M-F
Prim2,102.71,13.19,42.51,6.69,-16.95,M-F
Rab23,29.77,28.69,59.07,78.77,96.5,M-F
Bag2,-194.38,-17.92,30.37,89.27,-41.08,M-F
Zfp451,49.1700000000001,40.69,-59.49,-60.01,-0.139999999999986,M-F
Dst,160.94,211.38,-75.1700000000001,-274.1,212.22,M-F
Gm38157,25.48,6.78,4.2,-1.39,0.85,M-F
Ccdc115,-43.32,-35.36,-18.7,-21.63,-60.15,M-F
Imp4,242.86,-93.0999999999999,68.8299999999999,-13.48,-169.28,M-F
Ptpn18,-30.64,24.01,13.78,-8.20000000000002,-74.42,M-F
Arhgef4,-33.24,4.89,-1.65,-5.43,-1.35,M-F
Fam168b,-39,51.6700000000001,-39.71,18.39,9.99000000000001,M-F
Plekhb2,624.88,-815.879999999999,982.43,3634.65,7761.71,M-F
Hs6st1,-126.11,-18.53,-76.1500000000001,196.81,77.0599999999999,M-F
Uggt1,-74.4399999999999,123.78,26.98,92.67,66.1600000000001,M-F
Neurl3,-44.16,26.85,14.18,-3.22,-30.83,M-F
Arid5a,-98.9,56.92,-8.94999999999999,27.88,-47.1,M-F
Kansl3,129.75,-41.4699999999998,-176.6,-408.72,-86.7800000000002,M-F
Lman2l,-145.88,-101.82,175.87,194.37,-52.1199999999999,M-F
Cnnm4,472.11,92.1199999999999,-943.01,-457.1,-871.88,M-F
Cnnm3,26.29,38.8,-28.75,-58.83,-18.57,M-F
Ankrd23,21.1,-1.2,-1.28,2.29,-4.33,M-F
Ankrd39,-104.89,-22.28,11.45,12.63,-45.56,M-F
Sema4c,-195,6.22999999999999,4.87,9.68,-8.88,M-F
Cox5b,-625.94,-183.93,361.91,0.510000000000218,-497.53,M-F
Actr1b,-900.1,-190.3,512.98,431.77,-31.6499999999996,M-F
Tmem131,51.09,74.89,9.49000000000001,-1.62,-59.34,M-F
Gm38115,35.09,15.85,1.13,3.34,7.98,M-F
Inpp4a,915.75,288.34,-355.4,-278.83,-134.39,M-F
Coa5,164.26,-53.6700000000001,-171.7,-6.09999999999991,192.17,M-F
Unc50,-169.68,0.149999999999977,-55.36,-37.87,-124.18,M-F
Mgat4a,120.83,4.95000000000005,-237.74,-314.88,-192.56,M-F
Tsga10,39.72,-0.569999999999993,-2.32000000000002,59.62,47.26,M-F
Lipt1,10.28,-6.20000000000002,14.39,34.92,47.58,M-F
Mitd1,58.5700000000001,18.52,-10.51,-20.23,15.79,M-F
Mrpl30,106.9,-140.1,495.63,57.6700000000001,13.4299999999998,M-F
Txndc9,303.44,-54.7299999999998,-41.4000000000001,64.5700000000002,105.11,M-F
Eif5b,419.75,333.38,-48.6199999999999,191.14,99.51,M-F
Rev1,27.27,7.52000000000001,1.91000000000001,-2.29000000000001,4.08,M-F
Aff3,-3.66000000000003,10.59,-2.45,-9.07,-7.04,M-F
Pdcl3,346.84,-198.91,14.2999999999997,134.21,69.4300000000001,M-F
Rpl31,-5.94,5.36,8.45999999999999,-2.07000000000001,-3.87,M-F
Tbc1d8,3.14999999999999,-6.2,-2.67,-15.58,-11.77,M-F
Cnot11,15.24,8.99999999999999,-4.84999999999999,-9.33,2.53,M-F
Rnf149,74.89,34.68,-6.09999999999997,78.99,16.58,M-F
Map4k4,-43.76,74.9200000000001,68.38,12.57,5.21000000000001,M-F
Il1r2,39.2,21.64,2,3.36,-20.53,M-F
Il1r1,-5.64000000000001,42.28,-35.33,-27.31,-41.63,M-F
Il1rl2,58.34,48.4,-19.78,-8.67,-12.01,M-F
Il18r1,2.22,-0.890000000000001,-7.51,-17.45,-10.1,M-F
Slc9a4,0.900000000000002,-38.99,-3.02,-38.57,-14.15,M-F
Slc9a2,-32.77,12.93,15.22,101.78,-56.53,M-F
Mfsd9,-16.13,-4.28,35.01,-8.53,18.82,M-F
Tmem182,13.02,-17.06,-11.12,-31.72,3.16,M-F
Pantr1,113.39,-66.4400000000001,-38.52,-90.99,-134.78,M-F
Pou3f3,394.08,8.08999999999992,-380.83,-428.87,-459.36,M-F
Pantr2,13.53,6.42999999999999,-15.59,-11.3,-33.02,M-F
Mrps9,291.59,-87.6700000000001,61.3400000000001,-64.3400000000001,88.4099999999999,M-F
Gpr45,81.61,1.48,0.79,-0.95,-4.41,M-F
Tgfbrap1,-17.03,11.42,26.89,89.49,80.9300000000001,M-F
AI597479,53.08,-26.59,-71.3,-31.9299999999999,13.08,M-F
Fhl2,-451.05,-55.76,-0.620000000000005,-128.82,-53.3299999999999,M-F
Nck2,103.03,28.25,-23.42,-14.34,5.23999999999998,M-F
Ecrg4,-3.42000000000002,-33.62,7.7,-24.41,-7.57,M-F
Uxs1,147.63,18.37,31.5,-86.2,28.8,M-F
Tpp2,332.14,73.0200000000001,-25.21,101.7,109.7,M-F
Tex30,297.57,-16.15,-20.22,28.14,29.42,M-F
Poglut2,84.15,0.709999999999923,34.35,-23.65,-5.06999999999999,M-F
Bivm,119.15,-6.00999999999999,-13.06,-64.67,45.59,M-F
Ercc5,-31.11,31.33,19.05,-18.14,-41.52,M-F
Gulp1,138.02,-34,-84.11,-69.71,-21.03,M-F
Col3a1,-5785.06,1795.88,18.9400000000001,-104.83,-155.58,M-F
Col5a2,-367.55,149.71,3.5,73.37,-382.82,M-F
Wdr75,49.51,-7.77999999999997,-83.77,12.78,54.89,M-F
Slc40a1,957.23,-1106.94,-1430.08,-1009.77,-1795.58,M-F
Slc39a10,396.65,-25.14,-2.89000000000004,55.96,309.42,M-F
Tmeff2,-4.98999999999999,0.740000000000002,4.42,-24.26,-14.94,M-F
Cavin2,150.02,-255.55,-218.23,-765.36,-545.6,M-F
Nabp1,94.53,25.91,-155.97,127.88,249.24,M-F
Gm17767,16.69,11.57,-29.54,-68.03,-61.85,M-F
Myo1b,-20.3900000000001,21.03,-61.8,-63.92,-49.86,M-F
Stat1,25.73,40.09,-2.93000000000001,-53.04,-19.7,M-F
Gls,282.92,307.15,-98.8799999999997,1199.62,434.85,M-F
Nab1,19.03,35.86,-0.180000000000007,66.41,49.23,M-F
Nemp2,38.62,-5.47,-1.44,-14.55,-21.43,M-F
Mfsd6,-9.98000000000002,-23.81,-0.639999999999986,-48.0700000000001,-2.69999999999999,M-F
Inpp1,29.11,-44.71,53.87,1.38,70.43,M-F
Hibch,118.86,-150.42,140.5,124.99,514.36,M-F
1700019D03Rik,-18.09,-3.66999999999999,-9.26,-37.55,-20.27,M-F
Pms1,61.38,-30.88,-0.150000000000006,-13.45,30.98,M-F
Ormdl1,63.35,-44.02,-45.69,49.51,100.52,M-F
Osgepl1,90.98,5.18000000000006,12.55,220.27,215.96,M-F
Asnsd1,10.47,-5.19000000000001,-0.689999999999998,18.07,3.38000000000001,M-F
Stk17b,104.48,28.6,-46.98,-30.35,-49.34,M-F
Hecw2,9.16,-4.99000000000001,-66.01,-87.91,4.95000000000002,M-F
Gtf3c3,179.49,-7.14999999999998,-101.8,13.04,99.52,M-F
Pgap1,118.5,-23.36,-84.36,-90.57,10.91,M-F
Ankrd44,-11.57,34.5,-53.68,-17.59,46.83,M-F
Sf3b1,866.410000000002,127.7,256.32,480.490000000001,464.66,M-F
Coq10b,-9.12,-24.46,225.98,202.48,26.39,M-F
Hspd1,669.68,-296.79,1682.22,4844.34,3426.27,M-F
Hspe1,153.7,71.05,905.27,1087.77,564.22,M-F
Mob4,734.21,-166.45,-20.3400000000001,664.41,455.33,M-F
Rftn2,18.77,-41.03,-9.75,-52.91,-30.48,M-F
Mars2,-19.08,2.25,7.48999999999995,98.82,75.3,M-F
Plcl1,35.11,9.53999999999996,-35.18,-76.49,-46.88,M-F
Satb2,20.5,65.39,-77.39,23.69,13.14,M-F
9130024F11Rik,14.12,19.23,-28.91,-5.97999999999999,-5.39,M-F
Tyw5,95.71,-13.94,-10.73,60.73,53.51,M-F
Maip1,79.77,-1.65999999999997,5.97000000000003,148.04,74.49,M-F
Spats2l,-51.16,15.38,16.38,99.58,-40.44,M-F
Kctd18,-13.93,17.46,-4.25,6.78999999999999,-4.3,M-F
Sgo2a,30.64,5.87,15.91,-0.99,0.79,M-F
Aox3,25.29,0.260000000000005,-8.62,-43.74,-9.16,M-F
Bzw1,1624.38,-141.39,-506.61,113.41,502.07,M-F
Clk1,1682.6,396.26,13.3699999999999,91.4300000000001,338.58,M-F
Ppil3,18.06,14.48,-18.07,-15.2,37.72,M-F
Nif3l1,170.25,-84.8600000000001,27.61,2.56999999999994,61.2,M-F
Orc2,-5.81999999999999,2.65000000000001,-8.46000000000001,90.68,19.63,M-F
Fam126b,82.99,9.21000000000004,-208.64,166.37,271.2,M-F
Ndufb3,115.96,21.3099999999999,280.97,39.9200000000001,274.14,M-F
Flacc1,0.49,-20.78,-10.36,-14.83,12.75,M-F
Cflar,235.15,60.5100000000002,-83.8099999999999,-57.0300000000002,242.61,M-F
Casp8,-27.2,-11.33,46.65,358.36,71.45,M-F
Gm37760,24.69,3.95,4.84,7.74,0.75,M-F
Trak2,71.89,-36.3099999999999,39.1000000000001,288.23,192.58,M-F
Stradb,-26.36,-33.2,90.4000000000001,490.5,168.02,M-F
Tmem237,155.89,-45.4499999999999,318.81,1243.97,504.65,M-F
Als2,13.76,-5.28000000000009,18.61,103.36,180.34,M-F
Fzd7,33.15,35.37,-12.52,3.62,-17.38,M-F
Sumo1,387,-117.46,144.7,-161.29,48.23,M-F
Nop58,1033.82,39.3000000000002,-109.85,147.04,8.36000000000001,M-F
Bmpr2,377.79,149.02,-195.62,-111.63,60.52,M-F
Fam117b,107.67,67.4,-50.45,46.1,-5.89999999999998,M-F
Gm37531,120.89,23.83,-17.05,20.84,38.63,M-F
Wdr12,231.39,63.4,7.75999999999999,117.22,13.51,M-F
Carf,226.48,15.64,-29.47,42.19,21.79,M-F
Nbeal1,172.65,101.65,-83.1099999999999,-160.01,115.67,M-F
Cyp20a1,176.07,9.41999999999985,-55.01,-98.53,-66.4499999999999,M-F
