symbol,WK0,WK2,WK4,WK8,WK79,Sex
Syf2,1487.95,1485.92,1864.28,2221.14,2067.99,F
Clic4,2535.92,1384.37,1571.21,1227.96,2261.12,F
Srrm1,5589.69,2670.6,2188.2,1987.19,2042.94,F
Rcan3,174.22,224.06,232.49,214.51,250.9,F
Nipal3,157.82,229.08,452.12,432.37,447.03,F
Srsf10,1585.89,1376.1,1201.7,1172.7,947.94,F
Pnrc2,3719.53,3927.2,3306.67,3140.66,2158.07,F
Cnr2,110.13,92.08,40.86,51.86,79.51,F
Fuca1,2744.67,7622.72,8865.71,10778.66,10816.74,F
Hmgcl,2331.02,4889.44,8702.5,8865.16,6643.94,F
Gale,378.51,233.96,185.38,241.81,255.41,F
Lypla2,484.09,213.57,211.25,204.63,847.94,F
Pithd1,105.24,106.95,134.29,134.58,138.26,F
Eloa,1226.85,1278.89,1200.86,1307.91,1331.7,F
Rpl11,137.9,62.85,73.65,65.32,50.51,F
Id3,10303.43,10208.16,5131.21,5765.52,4612.02,F
E2f2,201.99,173.6,82.54,78.07,70.51,F
Asap3,84.99,84.05,78.47,104.4,183.12,F
Tcea3,317.25,1611.46,4337.25,4643.22,3696.39,F
Zfp46,296.59,415.9,210.24,224.59,281.79,F
Hnrnpr,2379.88,1693.24,1272.99,1136.59,1199.97,F
Luzp1,1386.21,1190.88,863.38,813.6,963.26,F
Kdm1a,480.24,434.05,307.3,275.66,239.8,F
Ephb2,198.33,182.07,145.63,126.37,105.09,F
C1qb,667.31,613.32,682.36,1036.9,1981.91,F
C1qc,89.68,69.59,66.94,74.99,374.68,F
C1qa,84.49,52.52,69.55,111.04,388.09,F
Zbtb40,91.04,136.63,186.3,222.07,251.98,F
Wnt4,543.91,144.88,35.4,97.3,75.59,F
Cdc42,13053.06,11570.1,10684.21,10660.76,9297.69,F
2810405F17Rik,24.83,56.63,53.43,38.34,40.67,F
Hspg2,1091.19,599.52,229.6,149.09,442.13,F
Usp48,605.75,518.68,527.18,425.71,561.98,F
Rap1gap,169.64,176.6,288.5,246.86,696.02,F
Alpl,3795.44,8955.66,14879.85,16976.7,21327.72,F
Ece1,3251.55,2910.94,2644.39,2525.07,2670.69,F
Eif4g3,1906.45,1767.28,2303.14,1861.72,1734.66,F
Hp1bp3,3359.5,2826.56,2191.09,2246.39,2448.94,F
Ddost,6119.81,3224.07,1596.97,1585.38,3731.81,F
Pink1,435.55,842.53,1533.76,1621.14,1359.92,F
Cda,542.85,3376.12,6510.75,7674.17,7349.93,F
Mul1,1235.62,1550.64,1819.76,1902.93,1843.97,F
Camk2n1,493.35,729.98,1022.54,1148.75,912.63,F
Ubxn10,28.33,82.54,66.47,60.96,83.25,F
Pla2g2d,3.34,3.15,4.96,12.95,173,F
Pla2g5,14.81,840.28,944.5,864.37,828.75,F
Rnf186,265.07,1096.43,1867.74,2559.16,2424.53,F
Tmco4,347.01,615.16,526.15,674.66,678.68,F
Nbl1,51.99,82.74,67.41,95.93,101.17,F
Micos10,4627.15,7559.08,10363.83,9584.19,6842.45,F
Capzb,5522.21,5541.93,4535.03,4674.34,4464.88,F
Slc66a1,534.98,769.79,831.19,669,910.9,F
Akr7a5,1007.96,452.6,922.24,857.97,3101.5,F
Mrto4,470.05,283.93,300.38,299.05,306.11,F
Emc1,2216.03,1722.8,1465.64,1647.76,2338.37,F
Ubr4,1364.3,1054.97,1254.31,1128.43,1476.92,F
Iffo2,120.88,122.32,60,63.42,66.34,F
Aldh4a1,3583.91,5357.72,7907.24,6835.87,7114.25,F
Klhdc7a,377.13,1172.44,981.03,1272.87,1388.55,F
Arhgef10l,396.59,344.32,293.66,290.66,928.5,F
Rcc2,782.75,493.68,297.12,258.02,218.65,F
Padi2,553.75,54.99,87.7,133.59,299.94,F
Sdhb,11670.67,20765.71,33962.94,38604.28,27384.55,F
Atp13a2,143.56,106.67,86.8,83.05,151.73,F
Mfap2,8972.17,6815.54,730.65,358.22,238.38,F
Crocc,70.6,39.89,61.82,44.74,69.55,F
Necap2,1649.87,1196.91,1167.49,1349.56,1928.99,F
Szrd1,2314.44,2249.18,1996.53,2184.49,2557.95,F
Fbxo42,288.28,254.83,214.21,193.91,265.77,F
Epha2,196.9,136.94,87.51,92.53,117.56,F
Clcnka,2335.19,2401.09,4685.56,4948.57,6458.18,F
Clcnkb,3557.87,9050.39,6313.26,7812.79,8629.25,F
Hspb7,44.09,63.98,45.38,70.47,92,F
Zbtb17,553.36,337.04,254.93,285.61,470.49,F
Spen,552.54,412.63,379.47,419.39,604.95,F
Fblim1,2869.64,1343.69,507.97,411.44,588.04,F
Tmem82,255.35,213.84,339.77,388.37,433.5,F
Slc25a34,48.1,57.87,101.25,163.78,298.32,F
Plekhm2,150.56,83.55,147.83,155.63,406.45,F
Ddi2,1430.99,3054.67,4533.29,4339.33,3870.03,F
Agmat,32.4,91.18,135.68,92.99,209.29,F
Dnajc16,523.52,412.4,406.37,425.28,628.9,F
Casp9,688.04,710.92,664.9,746.15,868.49,F
Efhd2,229.67,169.06,143.83,177.97,242.29,F
Tmem51,568.51,419.88,478.55,461.26,730.88,F
Kazn,274.03,361.16,702.93,584.08,657.12,F
Prdm2,842.71,874.82,732.98,761.02,1096.81,F
Pdpn,1811.09,1524.98,674.53,672.8,593.2,F
Pramel12,708.43,559.69,437.5,508.45,473.35,F
Dhrs3,12775.99,17456.08,19241.57,19190.75,15336.03,F
Vps13d,553.95,799.12,799.75,673.83,788.91,F
Tnfrsf1b,48.21,38.37,55.79,67.42,259.54,F
Zfp979,33.95,145.71,55.23,58.53,24.91,F
Zfp984,105.52,169.97,155.87,142.18,99.56,F
Zfp933,163.95,229.32,173.31,191.44,194.06,F
Miip,1089.52,634.85,516.57,374.95,412.31,F
Mfn2,1854.72,2461.64,3049.85,3627.16,4298.6,F
Plod1,2935.94,2424.96,1575.86,1750,1690.39,F
2510039O18Rik,180.54,275.07,339.2,314.23,301.7,F
Clcn6,366.62,446.85,419.88,350.89,517.9,F
Mthfr,378.13,457.3,264.1,227.26,413.6,F
Agtrap,1411.89,2293.25,3326.51,3575.78,3574.9,F
Mad2l2,598.42,493.75,493.67,545.17,521.34,F
Fbxo6,257.47,465.01,707.83,810.15,772.69,F
Fbxo44,422.9,643.3,727.46,798.56,887.7,F
Ubiad1,430.08,750.55,1241.67,1256.24,1225.84,F
Mtor,685.31,707.21,1911.58,1966.39,2749.9,F
Angptl7,12.82,755.55,623.33,378.33,145.78,F
Exosc10,2032.98,1389.09,946.91,1058.09,1103.17,F
Srm,150.52,105.63,104.28,88.63,115.27,F
Tardbp,2554.85,1975.26,1686.73,1639.53,1352.9,F
Casz1,368.89,329.68,277.13,259.26,314.34,F
Pex14,549.26,328.74,393.72,387,658.33,F
Dffa,945.85,941.31,760.92,743.97,785.06,F
Cenps,233.6,235.35,84.28,54.15,34.26,F
Pgd,3049.47,2625.61,3334.36,3554.95,4289.45,F
Kif1b,991.8,1084.66,1511.6,1577.96,1419.33,F
Ube4b,630.78,490.55,609.98,526.82,509.3,F
Nmnat1,205.89,438.11,827.78,880.39,718.42,F
Lzic,433.87,414.79,262.49,220.02,251.82,F
Ctnnbip1,173.83,125.29,147.13,86.7,100.33,F
Clstn1,690.87,767.06,768.24,782.12,901.06,F
Pik3cd,68.43,59.99,34.24,41.4,121.66,F
Tmem201,354.02,220.32,183.73,170.46,210.08,F
Spsb1,231.03,105.2,66.4,69.18,148.94,F
H6pd,1672.75,2542.53,2400.26,3497.26,4478.85,F
Gm37795,95.7,72.74,49.44,29.74,79.07,F
Slc2a5,214.09,2038.31,5308.16,5490.47,6503.55,F
Eno1,12513.8,9524.67,11473.69,10892.95,11018.27,F
Rere,840.43,756.32,1064.29,1196.41,1208.86,F
Errfi1,1053.94,1115.37,2794.1,3161.03,3516.82,F
Park7,7700.85,13206.25,21549.83,23606.17,17110.08,F
Camta1,566.37,373.92,324.67,279.48,283.76,F
Per3,541.73,1326.08,923.68,1472.23,729.82,F
Vamp3,3152.5,2577.75,2142.65,1922.12,1611.09,F
Dnajc11,1304.44,1772.73,1749.71,1708.71,1546.03,F
Thap3,275.87,328.4,277.34,358.39,459.67,F
Phf13,225.72,187.56,97.4,100.91,88.79,F
Klhl21,117.67,145.23,231.88,297.93,312.42,F
Zbtb48,248.85,348.71,248.02,239.08,264.99,F
Nol9,685.93,248.4,270.2,234.72,230.67,F
Plekhg5,425.1,234.76,178.74,148.62,366.68,F
Espn,207.31,342.83,640.3,620.66,1190.74,F
Hes2,16.74,96.61,47.06,26.46,34.08,F
Acot7,2375.45,1921.58,1486.91,3562.72,2693.44,F
Icmt,199.74,436.65,438.73,437.66,442.45,F
Rpl22,4066.95,2512.87,2578.97,2643.8,2477.8,F
Kcnab2,86.79,54.92,89.61,83.19,144.16,F
Ajap1,170.37,36.45,8,5.68,4.65,F
A430005L14Rik,1302.66,1257.65,1482.02,1720.99,1326.55,F
Dffb,404.93,214.1,119.54,107.97,105.82,F
Cep104,232.19,284.82,398.63,396.91,472.11,F
Lrrc47,96.37,66.76,65.73,51.13,74.67,F
Smim1,1086.05,1671.33,2246.42,2565.47,2486.67,F
Wrap73,539.87,595.85,490.06,503.23,521.4,F
Tprgl,340.24,467.91,659.01,624.94,649.69,F
Megf6,132.73,89.52,10.06,8.3,7.93,F
Arhgef16,1360.86,1174.39,1094.53,1255.58,1555.57,F
Prdm16,655.51,546.57,418.1,387.49,458.86,F
Prdm16os,45.49,178.59,176.81,194.4,169.18,F
Prxl2b,432.3,619.15,894.61,957.98,1050.34,F
Pank4,702.26,653.95,537.37,642.85,544.04,F
Pex10,262.04,321.63,329.91,331.81,442.25,F
Rer1,1649.98,1897.14,2513.48,2796.48,3049.49,F
Morn1,159.54,212.52,234.58,234.89,212.13,F
Ski,614.01,642.17,555.74,440.93,546.77,F
Faap20,582.6,606.73,622.82,622.25,765.62,F
Prkcz,167.16,219.43,467.99,470.96,755.13,F
5830444B04Rik,9.32,44.99,77.19,90.44,64.3,F
Tmem52,70.71,85.06,101.9,109.5,114.25,F
Gnb1,33452.93,30095.36,26121.6,26100.97,17545.01,F
Nadk,1301.55,1404.86,2055.31,2328.79,3409.64,F
Slc35e2,511.13,355.72,406.21,339.22,404.54,F
Cdk11b,1548.35,1145.08,1205.79,1269.57,1287.88,F
Mmp23,415.84,237.39,124.13,120.9,170.52,F
Mib2,195.56,69.7,75.94,57.42,256.17,F
Ssu72,1212.05,1356.65,1615.07,1626.09,1434.66,F
Atad3a,1377.45,542.03,573.77,480.3,1010.3,F
Vwa1,307.61,213.74,211.8,195.65,1065.68,F
Ankrd65,11.65,75.58,107.83,85.9,64.94,F
Mrpl20,2399.51,3239.41,4933.5,4716.57,3391.03,F
Ccnl2,1639.47,569.93,668.69,402.19,727.61,F
Aurkaip1,1663.07,2577.37,3672.1,4271.87,2776.55,F
Mxra8,1484.65,1867.45,763.64,684.89,1009.34,F
Dvl1,107.06,119.64,219.89,159.05,281.14,F
Cptp,439.21,1029.4,1200.88,1227.66,1169.38,F
Ints11,686.96,621.56,478.16,496.06,638.5,F
Pusl1,254.06,200.83,137.31,168.7,218.08,F
Acap3,75.11,71.78,50.81,37.4,83.55,F
Ube2j2,160.84,87.91,107.61,88.41,89.21,F
C1qtnf12,697.75,327.69,377.47,393.52,819.5,F
Sdf4,3889.7,5378.09,5246.51,6100.18,4942.67,F
Gm37090,75.27,46.18,30.81,22.57,30.13,F
Ttll10,165.95,126.26,145.62,105,166.11,F
9430015G10Rik,342.82,193.34,106.21,110.7,128.15,F
Agrn,2499.13,1796.21,920.08,718.43,867.7,F
Isg15,543.28,303.33,343.31,288.16,231.4,F
AW011738,114.29,45.05,34.17,31.9,41.01,F
Perm1,23.43,50.97,213.2,260.19,239.49,F
Plekhn1,187.38,133.49,160.1,135.45,169.49,F
Noc2l,295.68,174.51,199.91,162.1,179.6,F
Cdk6,3350.76,3291.31,1719.26,1309.41,1128.83,F
Fam133b,759.42,660.06,671.81,633.92,456.4,F
1700109H08Rik,148.39,25.42,16.82,8.67,18.82,F
Rbm48,385.04,206.99,225.42,246.78,239.52,F
Pex1,496.32,514.19,627.68,619.01,613.6,F
Gatad1,2622.18,3343.93,4481.88,4770.34,2842.38,F
Ankib1,397.97,677.13,1221.68,1022.38,827.81,F
Krit1,1334.91,893.93,825.08,718.31,676,F
Akap9,1712.95,1675.41,1901.62,1790.92,1781.57,F
Cyp51,2563.23,1231.59,9083.04,8282.75,7413.46,F
Fzd1,467.54,782.28,635.43,515.94,412.24,F
Cdk14,485.09,227.68,153.1,185.12,199.5,F
Gm43112,66.7,11.78,16.85,8.46,14.57,F
Cldn12,844.39,1179.58,1542.99,1807.54,1994.31,F
Gtpbp10,293.2,310.95,388.68,360.39,279.31,F
Cfap69,44.03,49.32,134.43,103.6,123.87,F
Steap2,1339.23,1742.11,3355.42,3316.37,3515.84,F
Steap1,119.44,181.21,297.37,335.71,333.13,F
Steap4,233.28,162.11,148.69,274.16,166.75,F
Sri,4892.62,5904.82,6578.39,6461.04,5964.71,F
Adam22,815.22,533.02,235.65,200.78,238.14,F
Dbf4,241.77,100.57,44.03,14.23,19.28,F
Slc25a40,156.01,219.31,240.59,231.6,187.62,F
Abcb1a,16.17,22.07,120.98,227.48,279.93,F
Abcb1b,9.01,41.37,293.82,353.95,385.34,F
Crot,2041.51,3411.39,8254.44,9391.27,6675.93,F
Tmem243,638.43,384.94,360.82,280.3,288.16,F
Dmtf1,1011.44,781.37,644.47,610.08,581.34,F
Sema3d,352.95,471.2,124.45,109.01,111.58,F
Sema3a,943.04,198.65,26.77,23.11,16.1,F
Sema3e,129.41,245.85,109.44,88.4,112.53,F
Pclo,38.86,60.95,130.5,120.83,123.93,F
Cacna2d1,410.33,152.96,94.95,80.63,89.11,F
Hgf,71.35,86.4,47.97,55.05,73.98,F
Sema3c,1764.54,873.19,563.67,472.34,403.69,F
Cd36,651.67,1671.07,4457.94,7270.68,4290.35,F
Gnai1,577.4,513.6,702.7,641.16,532.07,F
Magi2,147.93,154.03,191.98,126.61,191.28,F
Phtf2,345.33,328.12,357.67,363.27,292.56,F
Tmem60,971.67,1009.74,1301.18,1321.75,868.35,F
Rsbn1l,268.56,225.85,263.03,211.21,195.99,F
Ptpn12,296.2,273.89,254.61,226.67,180.23,F
Gsap,100.42,114.18,293.79,236.61,252.61,F
Fgl2,229.36,186.34,63.98,82.19,122.14,F
Lrrc17,1806.57,531.85,51.44,54.75,35,F
Armc10,369.3,255.6,189.03,170.68,184.48,F
Napepld,307.74,442.49,314.77,438.38,335.01,F
Pmpcb,3391.65,4890.24,8667.38,9440.13,7025.34,F
Dnajc2,445.37,267.27,320.36,261.11,310.15,F
Psmc2,4162.18,4443.31,5228.44,5287.2,4098.91,F
Reln,347.77,43.61,60.17,52.81,70.38,F
Orc5,531.69,785.9,750.32,821.87,655.67,F
Gm6560,126.25,53.51,57.28,67.06,48.74,F
5031425E22Rik,118.06,136.34,210.26,173.29,195.46,F
Kmt2e,1719.88,1597.14,1482.07,1468.56,1935.21,F
Srpk2,2049.76,1420.02,1225.53,1214.27,1174.21,F
AI506816,1234.82,565.05,225.61,140.92,208.65,F
Pus7,332.61,123.1,134.28,128.33,175.43,F
Rint1,583.37,737.78,714.66,750.31,678.27,F
Tomm7,1527.85,1897.14,3227.91,3649.95,2862.59,F
2700038G22Rik,116.02,56.75,50.94,29.08,33.24,F
Fam126a,252.55,263.77,216.12,187.82,173.5,F
Klhl7,1397.01,1283.81,1274.27,1341.33,1106.31,F
Gm3724,48.35,19.63,27.51,22.12,22.33,F
Nupl2,132.09,58.64,74.82,60.59,99.02,F
Nos3,93.87,61.9,31.62,43.75,69.42,F
Abcb8,2636.11,3297.19,3245.82,3443.53,2993.85,F
Cdk5,830.35,881.96,924.08,939.07,1111.26,F
Slc4a2,397.96,283.51,300.01,298.39,620.45,F
Fastk,1150.78,1204.33,1446.76,1516.68,2193.28,F
Tmub1,565.02,859.14,1042.93,1119.52,825.51,F
Agap3,136.84,154.82,149.72,203.81,274.1,F
Abcf2,1973.32,1954.69,1977.57,2130.25,2101.53,F
Chpf2,271.7,106.7,60.31,62.18,185.71,F
Nub1,1554.18,1167.47,1199.68,1441.65,1406.7,F
Gm26648,246.11,32.04,12.32,5.44,19.14,F
Wdr86,248.96,71.84,28.4,24.6,39.96,F
Rheb,1922.08,1599.57,1712.83,1727.13,1502.11,F
Prkag2,448.59,467.28,466.73,459.8,716.87,F
Galnt11,7441.98,17526.51,22872.95,22801.64,17893.45,F
Kmt2c,1231.17,975.31,1013.53,876.59,1127.52,F
Xrcc2,306.93,292.33,255.32,206.38,206.7,F
Actr3b,62.06,13.23,7.47,10.24,14.07,F
Dpp6,94.6,13.17,5.66,7.83,6.33,F
Paxip1,290.01,256.87,263.65,229.01,256.18,F
Insig1,1107.55,372.56,817.15,941.65,391.77,F
Rbm33,914.63,353.45,423.43,350.52,390.7,F
Rnf32,25.28,81.64,98.52,115.91,89.54,F
Lmbr1,192.52,220.4,236.82,212.53,250.19,F
Nom1,318.11,260.38,303.77,270.38,377.28,F
Ube3c,562.35,538.49,549.4,502.29,535.31,F
Dnajb6,163.21,137.19,153.86,192.46,165.06,F
Tyms,2209.36,2194.5,1469.88,1264.06,888.3,F
Hadha,5030.71,7764.76,7487.42,8666.77,9350.38,F
Hadhb,760.67,1467.26,1909.35,2560.56,1835.97,F
Selenoi,725.53,533.58,505.15,544.38,617.81,F
Kcnk3,45.99,144.2,33.82,206.49,88.66,F
Slc35f6,673.43,864.86,901.22,939.48,965.94,F
Cenpa,1041.57,322.89,97.23,33.69,39.61,F
Dpysl5,159.27,12.53,4.2,6.65,12.21,F
Mapre3,117.82,89.85,101.99,95.28,227.01,F
Gm19409,62.82,44.5,53.99,34.08,31.56,F
Tmem214,1395.86,1205.4,1127.38,1071.09,1736.52,F
Agbl5,212.71,118.46,83.68,76.46,150.32,F
5930420M18Rik,131.96,58.07,52.42,37.96,40.4,F
Ost4,1330.22,1757.03,2036.19,2552.37,2188.62,F
Emilin1,1599.4,334.37,181.33,129.57,391.95,F
Khk,1531.7,11422.53,29588.6,37213.87,33149.31,F
Cgref1,1053.63,4273.17,9817.47,9420.62,6127.35,F
Preb,822.63,870.13,1228.73,1154.63,1777.13,F
Slc5a6,757.32,843.6,1297.39,2459.94,2050.49,F
Atraid,2429.75,4209.78,5402.28,6433.46,4619.87,F
Cad,680.98,211.13,121.47,125.02,188.37,F
Mpv17,1357.68,2332.73,2893.26,3282.34,2469.65,F
Gtf3c2,1098.35,701.19,687.92,554.23,574.87,F
Eif2b4,972.4,943.93,1005.56,972.22,1246.34,F
Snx17,4825.9,5124,4336.41,4585.12,3759.57,F
Ppm1g,677.66,396.98,391.32,324.91,420.14,F
Nrbp1,1299.92,1200.43,958.32,833.2,1275.95,F
Krtcap3,118.22,86.25,94.84,139.43,147.31,F
Ift172,820.49,603.07,515.14,550.2,777.83,F
Fndc4,85.68,55.82,42.36,46.12,57.31,F
Zfp512,544.92,374.01,294.65,247.35,411.97,F
Gpn1,1428.6,1580.15,1539.99,1611.43,1340.01,F
Supt7l,686.05,565.64,625.06,638.06,630.21,F
Slc4a1ap,242.94,183.27,206.44,179.79,235.87,F
Mrpl33,1016.41,1362.41,1708.75,1665.03,981.22,F
Rbks,101.45,228.75,405.7,426.2,442.76,F
Babam2,2282.81,2041.5,1848.96,2119.59,1835.11,F
Fosl2,729.86,479.28,230.25,292.75,266.64,F
Ppp1cb,4487.1,3993.37,4472.47,4098.16,2353.97,F
Gm10461,163.28,71.47,67.42,44.56,25.62,F
Yes1,304.11,342.96,353.14,255.39,174.85,F
Pisd,742.99,966.61,883.25,930.52,762.66,F
Prr14l,446.27,556.47,443.39,426.95,491.26,F
Depdc5,414.06,378.5,296.46,285.87,434.8,F
Ywhah,619.82,589.45,414.34,427.28,518.99,F
Slc5a1,2230.05,3106.86,4786.24,4022.32,4208.88,F
Spon2,150.66,215.24,29.3,23.69,17.84,F
Ctbp1,562.76,351.11,431.51,416.14,641.94,F
Maea,2976.96,2551.81,2177.32,2422.84,3413.65,F
Uvssa,1130.93,891.38,877.11,588.85,501.89,F
Fam53a,327.85,99.72,90.87,90.18,319.54,F
Slbp,967.83,819.07,593.78,495.21,540.9,F
Tmem129,534.59,1563.89,1521.82,1746.57,1767,F
Tacc3,1405.49,629.83,185.56,64.87,74.53,F
Fgfr3,662.51,792.57,551.67,518.3,642.19,F
Letm1,372.41,561.45,1274.89,1082.42,1148.08,F
Nsd2,760.94,515.67,327.22,230.84,247.68,F
Nelfa,1622.61,1128.88,680.14,769.71,797.22,F
Gm1673,194.2,41.24,4.32,5.15,12.1,F
Haus3,491.47,354.41,245.47,236.64,177.1,F
Mxd4,1826.48,2407.03,1801.47,1638.3,1521.35,F
Rnf4,5640.48,3261.01,2421.05,2585.26,2261.62,F
Fam193a,456.78,488.6,421.12,378.29,427.62,F
Tnip2,434.49,153.45,114.35,115.02,234.43,F
Sh3bp2,90.09,48.47,66.91,138.75,163.13,F
Add1,3426.47,2560.63,1801.96,2064.62,2296.09,F
Mfsd10,1180.8,416.43,202.91,202.36,519.85,F
Nop14,479.97,404.62,411.13,452.25,485.34,F
Htt,369.02,246.05,318.34,270.29,340.88,F
Rgs12,416.14,193.68,78.57,79.47,156.03,F
Hgfac,208.74,358.24,441.81,574.43,915.53,F
Lrpap1,14380.35,35512.51,42719.46,46704.73,33990.09,F
Cpz,94.8,61.48,9.69,6,13.6,F
Trmt44,67.05,57.87,48.45,45.19,79.07,F
Acox3,625.08,836.2,1864.13,2343.36,2481.29,F
Htra3,122.54,383.34,44.97,60.32,46.02,F
Sh3tc1,948.24,503.25,436.8,688.78,1605.76,F
Afap1,2481.4,3574.56,2266.79,2193.65,1861.34,F
Sorcs2,165.41,50.15,15.49,20.43,20.23,F
Grpel1,4570.62,6672.22,9019.73,9614.93,6986,F
Tada2b,83.77,97.5,126.23,125.73,138.63,F
Tbc1d14,1362.64,1119.64,942,865.14,1153.43,F
D5Ertd579e,432.43,518.47,562.12,607,676.75,F
Mrfap1,3079.92,2263.68,2296.61,2259.54,1764.74,F
Man2b2,616.66,857.35,648.78,765.97,2080.15,F
Wfs1,295.52,275.97,268.89,380.07,727.48,F
Evc,287.37,408.36,1008.23,1090.92,2238.39,F
Evc2,224.64,110.45,144.4,148.62,249.88,F
Stk32b,620.81,898.76,647.59,726.72,983.52,F
Stx18,398.6,454.25,575.41,620.89,675.29,F
Nsg1,662.49,292.2,133.06,162.77,236.29,F
Zbtb49,168.22,85.56,57.26,73.33,123.94,F
Lyar,689.08,368.79,299,319.08,312.51,F
Tmem128,1178.87,1118.12,1281.51,1428.87,1399.54,F
Otop1,0.23,23.6,0.21,84.39,65.46,F
Slc2a9,155.12,385.08,306.23,361.46,409.94,F
Wdr1,7300.4,7104.04,5454.84,5525.85,5753.55,F
Zfp518b,220.65,113.47,52.07,40.02,52.46,F
Hs3st1,66.76,140.22,73.02,98.78,90.88,F
Rab28,356.91,453.79,548.72,536.01,582.93,F
Bod1l,891.45,995.35,921.82,955.87,947.19,F
Cpeb2,120.78,161.26,291.22,231.96,186.35,F
C1qtnf7,363.29,698.01,321.04,318.27,186.69,F
Cc2d2a,545.79,595.1,397.06,375.29,404.93,F
Fbxl5,845.27,1335.45,1622.72,1875.08,1684.18,F
Bst1,35.83,177.42,312.66,338.22,248.33,F
Cd38,1413.4,1878.89,841.1,793.36,552.54,F
Fgfbp1,288.08,209.94,301.42,286.7,384.7,F
Prom1,4183.46,5537.31,6817.8,6258.98,7617.66,F
Tapt1,226.69,234.03,281.29,276.34,243.28,F
E430021H15Rik,89.45,33.65,24.5,15.34,29.42,F
Ldb2,2308.38,1762.52,670.51,454.47,440.13,F
E030026E10Rik,135.15,47.69,34.87,9.8,21.63,F
Qdpr,1462.3,2432.15,4368.28,3470.06,3668.93,F
Lap3,3879.35,4377.7,10369.76,9913.03,10215.68,F
Med28,1622.83,1607.54,2773.31,2947.98,3567.24,F
Ncapg,519.75,406.83,89.09,22.98,23.94,F
Lcorl,527.11,330.68,284.94,210.36,192.07,F
Slit2,567.07,565.54,544.09,458.09,394.52,F
5730480H06Rik,207.55,161.99,150.67,133.12,127.69,F
Adgra3,664.3,701.88,614.89,558.61,523.15,F
Ppargc1a,2368.12,3337.41,4329.82,4050.5,4455.52,F
Dhx15,1981.29,1547.96,1450.95,1472.42,1361.36,F
9230114K14Rik,59.72,173.54,311.98,273.85,231.32,F
Sod3,3922.42,4690.9,6378.37,6871.43,13863.72,F
Lgi2,138.22,67.29,7.6,7.71,6.11,F
Sepsecs,319.86,634.1,938.26,920.2,942.33,F
Pi4k2b,134.58,106.86,151.82,133.72,104.65,F
Zcchc4,290.9,169.98,171.56,166.38,226.07,F
Anapc4,965.17,1382.84,1162.08,1228.1,1056.97,F
Slc34a2,228.6,169.6,138.53,85.23,170.29,F
Sel1l3,276.85,534.42,997.23,916.99,851.59,F
Smim20,1965.64,2637.63,3812.56,3764.65,3083.94,F
Rbpj,401.97,293.69,242.16,223.5,238.03,F
Cckar,425.7,1424.45,1814.75,1639.19,1198.84,F
Tbc1d19,968.44,1382.47,1558.9,1437.29,1149.75,F
Stim2,274.95,271.13,226.08,238.32,220.18,F
Pcdh7,433.4,332.61,236.21,255.24,152.14,F
Arap2,109.38,152.97,358.25,404.93,376.78,F
0610040J01Rik,949.85,908.34,876.1,1073.44,1393.55,F
Rell1,1257.68,816.72,639,528.33,440.94,F
Pgm2,1194.37,663.83,476.42,523.26,441.68,F
Tbc1d1,615.73,821.88,1014.15,1027.94,1575.67,F
Gm15823,12.32,26.03,151.21,120.26,65.73,F
Gm3716,55.67,143.97,380.19,324.24,248.87,F
Klf3,858.48,837.65,791.08,801.7,695.17,F
Fam114a1,1084.27,1066.97,412.3,341.05,368.72,F
Klhl5,213.95,367.13,269.23,231.67,229.89,F
Wdr19,383.1,291.59,176.65,178.77,237.51,F
Rfc1,2320.5,1586.78,1313.93,1344.98,1305.65,F
Gm43628,261.42,55.12,43.93,17.3,28.97,F
Rpl9,138.47,81.99,70.79,56.36,60.82,F
Lias,1349.71,1365.79,1749.78,1725.25,1386.79,F
Ugdh,1867.2,1397.05,4595.32,4377.47,3319.97,F
Smim14,1421.26,1673.99,1780.96,2087.79,2065.57,F
Ube2k,1607.84,1104.08,1259.92,1226.18,1226.76,F
Gm40309,863.08,227.4,180.93,102,170.34,F
Pds5a,844.33,424.68,435.27,333.02,363.27,F
Gm42729,107.44,35.38,28.14,10.47,16.58,F
N4bp2,623.15,402.81,318.17,270.64,199.85,F
Rhoh,9.23,27.07,20.57,17.06,55.39,F
Rbm47,12589.78,13078.06,22535.83,23419.17,18364.12,F
Gm43775,54.68,62.7,116.47,133.63,187.42,F
Gm43323,80.73,148.38,313.65,134.2,153.66,F
Apbb2,3297.04,2301.49,2047.73,1755.48,2467.68,F
C530043K16Rik,550.07,290.66,319.68,122.3,209.66,F
Uchl1,252.85,130.23,52.3,106.13,125.65,F
Limch1,1360.63,1505.34,1575.71,1711.22,1753.58,F
Tmem33,1262.21,1508.85,2898.21,3288.21,2871.43,F
Slc30a9,352.06,614.21,1229.39,1133.47,1041.41,F
Bend4,591.21,221.66,74.65,79.23,45.3,F
Shisa3,828.71,180.96,191.17,120.57,164.37,F
Atp8a1,439.46,330.96,297.94,294.93,345.32,F
Gm42735,98.13,34.1,36.68,22.12,28.25,F
Gm15478,136.02,16.6,10.66,9.36,16,F
Guf1,444.87,236.36,268.15,165.51,148.83,F
Gnpda2,651.34,865.06,720.95,774.63,694.92,F
Commd8,1907.82,1755.91,2092.94,2095.38,1560.27,F
Atp10d,104.72,98.39,81.37,75.98,126.34,F
Corin,784.37,506.57,171.26,125.97,91.44,F
